house_id,bathrooms,rooms,price_per_m2,location,longitude,latitude
21,4.0,5,3125.0,"Campo de Ourique, Lisboa",-9.16522274104384,38.7182127
22,2.0,4,1878.6407766990287,"Agualva e Mira-Sintra, Sintra, Lisboa",-9.295235223028904,38.7738757
23,,3,4760.714285714285,"Benfica, Lisboa",-9.195298604626885,38.738026950000005
24,2.0,2,1989.247311827957,"Rio de Mouro, Sintra, Lisboa",-9.3256835,38.7723602
25,2.0,3,3145.1612903225805,"Ramada e Caneças, Odivelas, Lisboa",-9.219697005708811,38.8146044
26,2.0,2,9647.058823529413,"São Vicente, Lisboa",-9.125071258424402,38.71834765
27,1.0,2,2987.5,"Alfragide, Amadora, Lisboa",-9.216004474419574,38.73366745
28,1.0,3,3943.6619718309857,"Ericeira, Mafra, Lisboa",-9.4170098,38.9631655
29,3.0,4,6522.609043617447,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
30,2.0,3,3107.3446327683614,"Estrela, Lisboa",-9.163197932988131,38.7075024
31,1.0,1,3245.0,"Carnide, Lisboa",-9.187443588533895,38.7664262
32,1.0,2,2459.770114942529,"Pontinha e Famões, Odivelas, Lisboa",-9.207912126669871,38.7839802
33,2.0,3,2916.6666666666665,"Santo António dos Cavaleiros e Frielas, Loures, Lisboa",-9.155188759561335,38.818354150000005
34,4.0,4,4016.9491525423728,"Sacavém e Prior Velho, Loures, Lisboa",-9.111521688666812,38.7944189
35,1.0,2,2022.058823529412,"Sacavém e Prior Velho, Loures, Lisboa",-9.111521688666812,38.7944189
36,1.0,2,2857.1428571428573,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa",-9.228878991510486,38.705234950000005
37,2.0,4,3387.0967741935483,"Olivais, Lisboa",-9.125823414435962,38.77032355
38,2.0,2,2894.736842105264,"Alverca do Ribatejo e Sobralinho, Vila Franca de Xira, Lisboa",-9.04172692658602,38.9048341
39,1.0,1,8750.0,"Alcântara, Lisboa",-9.1828759210045,38.71105735
40,1.0,0,8823.529411764706,"Alcântara, Lisboa",-9.1828759210045,38.71105735
41,3.0,1,7967.1875,"São Vicente, Lisboa",-9.125071258424402,38.71834765
42,4.0,4,14883.720930232555,"Parque das Nações, Lisboa",-9.0953729,38.7638712
43,4.0,3,7946.785714285715,"Arroios, Lisboa",-9.139259937314238,38.7316044
44,2.0,2,9942.528735632184,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
45,3.0,3,16279.06976744186,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
46,2.0,2,6500.0,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
47,2.0,1,7462.686567164179,"Arroios, Lisboa",-9.139259937314238,38.7316044
48,2.0,1,6561.538461538462,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
49,4.0,3,15911.949685534591,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
50,2.0,2,8381.538461538461,"São Vicente, Lisboa",-9.125071258424402,38.71834765
51,3.0,3,5440.41450777202,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
52,2.0,2,7267.441860465116,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
53,2.0,1,14302.32558139535,"Santo António, Lisboa",-9.148989723959597,38.7217012
54,1.0,0,8833.333333333334,"Santa Maria Maior, Lisboa",-9.13281443966602,38.71244015
55,3.0,2,9473.684210526317,"Santo António, Lisboa",-9.148989723959597,38.7217012
56,2.0,2,6666.666666666667,"Arroios, Lisboa",-9.139259937314238,38.7316044
57,2.0,1,18656.716417910447,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
58,1.0,2,11758.73015873016,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
59,4.0,4,11548.387096774191,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
60,2.0,2,3008.849557522124,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Sintra, Lisboa",-9.377974527811883,38.8103462
61,1.0,1,8500.0,"Santa Maria Maior, Lisboa",-9.13281443966602,38.71244015
62,3.0,3,11267.605633802816,"Santo António, Lisboa",-9.148989723959597,38.7217012
63,2.0,2,8000.0,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
64,2.0,0,9887.037037037036,"Santo António, Lisboa",-9.148989723959597,38.7217012
65,2.0,3,1666.6666666666667,"Castanheira do Ribatejo e Cachoeiras, Vila Franca de Xira, Lisboa",-8.98665021369602,38.99143565
66,2.0,3,4516.129032258064,"Porto Salvo, Oeiras, Lisboa",-9.3020403,38.717239
67,1.0,2,1930.555555555556,"Alverca do Ribatejo e Sobralinho, Vila Franca de Xira, Lisboa",-9.04172692658602,38.9048341
68,2.0,3,1881.720430107527,"Massamá e Monte Abraão, Sintra, Lisboa",-9.272814273095552,38.75766135
69,3.0,4,4121.212121212121,"Arroios, Lisboa",-9.139259937314238,38.7316044
70,2.0,3,1582.5302802581557,"Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa",-9.063360526368816,38.8640307
71,2.0,2,2837.837837837838,"Loures, Lisboa",-9.1684512,38.8308741
72,2.0,2,3089.8358236487734,"Póvoa de Santo Adrião e Olival Basto, Odivelas, Lisboa",-9.159641755223856,38.79654955
73,1.0,1,9600.0,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
74,,2,3114.285714285714,"Beato, Lisboa",-9.110239570540047,38.7326216
75,1.0,2,2483.333333333333,"Falagueira-Venda Nova, Amadora, Lisboa",-9.21767478620114,38.7587294
76,1.0,2,2359.550561797753,"Alcabideche, Cascais, Lisboa",-9.4090463,38.7338374
77,3.0,3,4142.632406921867,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",-9.314443310006252,38.69325455
78,2.0,1,7437.5,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
79,2.0,3,3333.333333333333,"Águas Livres, Amadora, Lisboa",-9.2204373553897,38.7455524
80,2.0,2,3734.939759036145,"Águas Livres, Amadora, Lisboa",-9.2204373553897,38.7455524
81,2.0,4,7258.064516129032,"Santa Maria Maior, Lisboa",-9.13281443966602,38.71244015
82,2.0,4,3006.024096385542,"Penha de França, Lisboa",-9.126961857690231,38.72715325
83,3.0,4,3076.153846153846,"Lumiar, Lisboa",-9.163768329774571,38.7713305
84,4.0,4,4444.444444444444,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
85,4.0,4,10370.37037037037,"Estrela, Lisboa",-9.163197932988131,38.7075024
86,,1,6872.916666666667,"Arroios, Lisboa",-9.139259937314238,38.7316044
87,,2,4373.75,"Penha de França, Lisboa",-9.126961857690231,38.72715325
88,2.0,2,5430.10752688172,"Moscavide e Portela, Loures, Lisboa",-9.11095633567069,38.78273005
89,2.0,3,3966.9421487603295,"Lumiar, Lisboa",-9.163768329774571,38.7713305
90,3.0,4,10087.719298245614,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
91,1.0,1,11363.636363636364,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
92,2.0,3,1889.763779527559,"Alverca do Ribatejo e Sobralinho, Vila Franca de Xira, Lisboa",-9.04172692658602,38.9048341
93,2.0,2,5663.716814159292,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
94,2.0,2,3697.9166666666665,"São Domingos de Rana, Cascais, Lisboa",-9.3417434,38.7015666
95,3.0,3,5500.0,"Estrela, Lisboa",-9.163197932988131,38.7075024
96,3.0,5,2058.823529411765,"Queluz e Belas, Sintra, Lisboa",-9.264548751189023,38.778747800000005
97,1.0,2,3887.777777777778,"Penha de França, Lisboa",-9.126961857690231,38.72715325
98,1.0,2,3633.3333333333335,"Beato, Lisboa",-9.110239570540047,38.7326216
99,2.0,3,3385.321100917431,"Benfica, Lisboa",-9.195298604626885,38.738026950000005
100,2.0,3,5623.75,"Benfica, Lisboa",-9.195298604626885,38.738026950000005
101,1.0,1,6598.0,"Arroios, Lisboa",-9.139259937314238,38.7316044
102,2.0,2,3911.290322580645,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",-9.314443310006252,38.69325455
103,2.0,2,5625.0,"Santo António, Lisboa",-9.148989723959597,38.7217012
104,1.0,2,2532.0,"Marvila, Lisboa",-9.112752040098734,38.7482586
105,2.0,2,1699.0291262135922,"Cacém e São Marcos, Sintra, Lisboa",-9.307724642023503,38.76445685
106,2.0,2,6676.34252539913,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
107,1.0,2,8231.707317073171,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
108,2.0,3,1686.046511627907,"Rio de Mouro, Sintra, Lisboa",-9.3256835,38.7723602
109,1.0,2,1699.0291262135922,"Cacém e São Marcos, Sintra, Lisboa",-9.307724642023503,38.76445685
110,1.0,2,2186.567164179105,"Agualva e Mira-Sintra, Sintra, Lisboa",-9.295235223028904,38.7738757
111,2.0,3,1990.2912621359224,"Alverca do Ribatejo e Sobralinho, Vila Franca de Xira, Lisboa",-9.04172692658602,38.9048341
112,1.0,1,3611.1111111111113,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa",-9.228878991510486,38.705234950000005
113,1.0,2,2657.8073089701,"Vialonga, Vila Franca de Xira, Lisboa",-9.0785504,38.8735511
114,2.0,2,4333.333333333333,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
115,2.0,3,2592.087312414734,"Ramada e Caneças, Odivelas, Lisboa",-9.219697005708811,38.8146044
116,,3,2396.021699819168,"Santo António dos Cavaleiros e Frielas, Loures, Lisboa",-9.155188759561335,38.818354150000005
117,2.0,2,2071.428571428572,"Rio de Mouro, Sintra, Lisboa",-9.3256835,38.7723602
118,1.0,2,1958.3333333333333,"Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa",-9.063360526368816,38.8640307
119,2.0,2,2444.4444444444443,"Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa",-9.063360526368816,38.8640307
120,3.0,4,5555.555555555556,"Carnide, Lisboa",-9.187443588533895,38.7664262
121,2.0,3,6152.307692307692,"Benfica, Lisboa",-9.195298604626885,38.738026950000005
122,3.0,4,2975.4601226993864,"Alfragide, Amadora, Lisboa",-9.216004474419574,38.73366745
123,1.0,3,3388.135593220339,"Penha de França, Lisboa",-9.126961857690231,38.72715325
124,1.0,1,3666.6666666666665,"Ramada e Caneças, Odivelas, Lisboa",-9.219697005708811,38.8146044
125,1.0,1,2720.93023255814,"Ramada e Caneças, Odivelas, Lisboa",-9.219697005708811,38.8146044
126,2.0,2,5553.9682539682535,"Penha de França, Lisboa",-9.126961857690231,38.72715325
127,,2,1865.6716417910447,"Algueirão-Mem Martins, Sintra, Lisboa",-9.3397834,38.7999099
128,2.0,1,13134.328358208955,"Santo António, Lisboa",-9.148989723959597,38.7217012
129,1.0,1,13662.036330331246,"Belém, Lisboa",-9.2094318,38.6977695
130,1.0,0,12068.96551724138,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
131,1.0,1,8474.57627118644,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
132,2.0,2,8738.938053097345,"Estrela, Lisboa",-9.163197932988131,38.7075024
133,4.0,3,15871.000507872017,"Alcântara, Lisboa",-9.1828759210045,38.71105735
134,1.0,0,12542.857142857143,"São Vicente, Lisboa",-9.125071258424402,38.71834765
135,2.0,3,5352.941176470588,"Ajuda, Lisboa",-9.201234134047771,38.71232685
136,2.0,1,8064.516129032258,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
137,3.0,3,5603.448275862069,"Penha de França, Lisboa",-9.126961857690231,38.72715325
138,2.0,2,7179.48717948718,"Penha de França, Lisboa",-9.126961857690231,38.72715325
139,2.0,2,10520.487264673313,"Estrela, Lisboa",-9.163197932988131,38.7075024
140,4.0,4,14891.273305862673,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa",-9.228878991510486,38.705234950000005
141,3.0,2,7581.967213114754,"Parque das Nações, Lisboa",-9.0953729,38.7638712
142,3.0,3,12447.552447552447,"Parque das Nações, Lisboa",-9.0953729,38.7638712
143,2.0,2,4928.571428571428,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
144,4.0,6,14640.883977900552,"Parque das Nações, Lisboa",-9.0953729,38.7638712
145,2.0,2,4882.251579551982,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",-9.314443310006252,38.69325455
146,4.0,3,8881.578947368422,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
147,1.0,1,8687.5,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
148,2.0,1,9718.30985915493,"Estrela, Lisboa",-9.163197932988131,38.7075024
149,2.0,2,10754.332313965342,"Belém, Lisboa",-9.2094318,38.6977695
150,3.0,2,7316.326530612245,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
151,1.0,1,2871.5003589375447,"Alverca do Ribatejo e Sobralinho, Vila Franca de Xira, Lisboa",-9.04172692658602,38.9048341
152,2.0,2,5041.176470588235,"Alcabideche, Cascais, Lisboa",-9.4090463,38.7338374
153,4.0,6,5218.75,"Carnide, Lisboa",-9.187443588533895,38.7664262
154,,1,7854.761904761905,"Arroios, Lisboa",-9.139259937314238,38.7316044
155,2.0,2,2671.4158504007123,"Camarate, Unhos e Apelação, Loures, Lisboa",-9.137797597001224,38.7979738
156,1.0,2,3878.0,"São Vicente, Lisboa",-9.125071258424402,38.71834765
157,1.0,1,5594.594594594595,"Santa Maria Maior, Lisboa",-9.13281443966602,38.71244015
158,1.0,2,2414.285714285714,"Águas Livres, Amadora, Lisboa",-9.2204373553897,38.7455524
159,1.0,1,2650.0,"Encosta do Sol, Amadora, Lisboa",-9.215636322945969,38.770131500000005
160,1.0,1,5230.769230769231,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
161,1.0,3,2045.751633986928,"Queluz e Belas, Sintra, Lisboa",-9.264548751189023,38.778747800000005
162,1.0,2,1912.5,"Agualva e Mira-Sintra, Sintra, Lisboa",-9.295235223028904,38.7738757
163,1.0,2,2828.5714285714284,"São Domingos de Rana, Cascais, Lisboa",-9.3417434,38.7015666
164,2.0,2,1891.882882882883,"Venda do Pinheiro e Santo Estêvão das Galés, Mafra, Lisboa",-9.254537929920708,38.90554515
165,1.0,2,2384.1554559043348,"Sacavém e Prior Velho, Loures, Lisboa",-9.111521688666812,38.7944189
166,2.0,2,2952.3809523809523,"Odivelas, Lisboa",-9.18782210264363,38.7953835
167,1.0,2,3013.698630136986,"Carvoeira, Mafra, Lisboa",-9.3965784,38.942756
168,4.0,3,6977.9574801095605,"Belém, Lisboa",-9.2094318,38.6977695
169,1.0,1,6766.069414860293,"Belém, Lisboa",-9.2094318,38.6977695
170,4.0,3,11146.496815286624,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
171,,2,2813.333333333333,"Santo António, Lisboa",-9.148989723959597,38.7217012
172,1.0,2,2815.492957746479,"Barcarena, Oeiras, Lisboa",-9.2780907,38.7315692
173,2.0,5,4600.0,"Santo António, Lisboa",-9.148989723959597,38.7217012
174,1.0,2,1789.4736842105262,"Algueirão-Mem Martins, Sintra, Lisboa",-9.3397834,38.7999099
175,4.0,4,9234.04255319149,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
176,4.0,3,10897.435897435897,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
177,1.0,1,10080.0,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
178,1.0,2,8246.774193548386,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
179,1.0,2,4907.407407407408,"São Vicente, Lisboa",-9.125071258424402,38.71834765
180,1.0,2,2867.6470588235293,"Odivelas, Lisboa",-9.18782210264363,38.7953835
181,1.0,2,3263.8888888888887,"Lumiar, Lisboa",-9.163768329774571,38.7713305
182,4.0,3,3465.909090909091,"Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Sintra, Lisboa",-9.377974527811883,38.8103462
183,1.0,2,2500.0,"Águas Livres, Amadora, Lisboa",-9.2204373553897,38.7455524
184,2.0,2,5145.588235294118,"Penha de França, Lisboa",-9.126961857690231,38.72715325
185,2.0,3,4363.636363636364,"Lumiar, Lisboa",-9.163768329774571,38.7713305
186,1.0,2,2726.5151515151515,"Queluz e Belas, Sintra, Lisboa",-9.264548751189023,38.778747800000005
187,1.0,2,1431.0344827586207,"Lourinhã e Atalaia, Lourinhã, Lisboa",-9.292061554582268,39.2535099
188,2.0,2,2500.0,"Odivelas, Lisboa",-9.18782210264363,38.7953835
189,2.0,3,3500.0,"Odivelas, Lisboa",-9.18782210264363,38.7953835
190,2.0,3,1563.7254901960785,"Algueirão-Mem Martins, Sintra, Lisboa",-9.3397834,38.7999099
191,2.0,3,1957.6719576719577,"Algueirão-Mem Martins, Sintra, Lisboa",-9.3397834,38.7999099
192,3.0,3,2410.071942446043,"Queluz e Belas, Sintra, Lisboa",-9.264548751189023,38.778747800000005
193,1.0,2,5320.967741935484,"Benfica, Lisboa",-9.195298604626885,38.738026950000005
194,2.0,3,5112.5,"Benfica, Lisboa",-9.195298604626885,38.738026950000005
195,1.0,2,2583.465818759936,"Loures, Lisboa",-9.1684512,38.8308741
196,1.0,1,6870.054144106622,"Arroios, Lisboa",-9.139259937314238,38.7316044
197,3.0,3,7555.347311702003,"Parque das Nações, Lisboa",-9.0953729,38.7638712
198,1.0,2,2846.153846153846,"Águas Livres, Amadora, Lisboa",-9.2204373553897,38.7455524
199,4.0,8,16545.334215751158,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
200,2.0,3,5760.368663594471,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
201,3.0,3,8526.879974013318,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
202,3.0,3,6122.448979591837,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
203,4.0,2,5548.148148148148,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
204,1.0,2,2927.984051831548,"Ramada e Caneças, Odivelas, Lisboa",-9.219697005708811,38.8146044
205,1.0,1,3271.028037383177,"Odivelas, Lisboa",-9.18782210264363,38.7953835
206,2.0,2,2171.0526315789475,"Algueirão-Mem Martins, Sintra, Lisboa",-9.3397834,38.7999099
207,1.0,2,2500.0,"Ramada e Caneças, Odivelas, Lisboa",-9.219697005708811,38.8146044
208,1.0,1,5136.986301369863,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
209,1.0,2,3437.5,"São Domingos de Benfica, Lisboa",-9.176214740466666,38.74620965
210,1.0,3,2935.779816513761,"Alcântara, Lisboa",-9.1828759210045,38.71105735
211,3.0,3,15.416666666666666,"Carcavelos e Parede, Cascais, Lisboa",-9.347880631331488,38.69215555
212,2.0,3,1995.0,"Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa",-9.063360526368816,38.8640307
213,1.0,1,2098.3606557377047,"Póvoa de Santo Adrião e Olival Basto, Odivelas, Lisboa",-9.159641755223856,38.79654955
214,2.0,3,6210.9375,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
215,4.0,4,6390.977443609023,"Arroios, Lisboa",-9.139259937314238,38.7316044
216,1.0,2,1772.1518987341772,"Rio de Mouro, Sintra, Lisboa",-9.3256835,38.7723602
217,2.0,2,6903.3530571992105,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",-9.314443310006252,38.69325455
218,4.0,3,5441.354292623943,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",-9.314443310006252,38.69325455
219,3.0,2,6147.540983606557,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",-9.314443310006252,38.69325455
220,,3,5230.088495575221,"São Vicente, Lisboa",-9.125071258424402,38.71834765
221,,3,2687.074829931973,"Pontinha e Famões, Odivelas, Lisboa",-9.207912126669871,38.7839802
222,2.0,4,4141.414141414141,"Belém, Lisboa",-9.2094318,38.6977695
223,2.0,3,3252.032520325203,"Ericeira, Mafra, Lisboa",-9.4170098,38.9631655
224,3.0,3,2958.333333333333,"Malveira e São Miguel de Alcainça, Mafra, Lisboa",-9.271388933399953,38.92782985
225,,3,2408.333333333333,"Venteira, Amadora, Lisboa",-9.240497507432714,38.74675855
226,1.0,2,3368.334924314742,"Venteira, Amadora, Lisboa",-9.240497507432714,38.74675855
227,1.0,2,2053.846153846154,"Algueirão-Mem Martins, Sintra, Lisboa",-9.3397834,38.7999099
228,3.0,3,7897.891545025033,"Alvalade, Lisboa",-9.13931818806065,38.7474901
229,2.0,3,1678.9473684210527,"Algueirão-Mem Martins, Sintra, Lisboa",-9.3397834,38.7999099
230,3.0,3,7702.635856123243,"Alvalade, Lisboa",-9.13931818806065,38.7474901
231,2.0,3,1850.0,"Algueirão-Mem Martins, Sintra, Lisboa",-9.3397834,38.7999099
232,2.0,3,2203.539823008849,"Falagueira-Venda Nova, Amadora, Lisboa",-9.21767478620114,38.7587294
233,1.0,1,4324.324324324324,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",-9.314443310006252,38.69325455
234,1.0,2,3500.0,"Venteira, Amadora, Lisboa",-9.240497507432714,38.74675855
235,1.0,2,3061.538461538461,"Pontinha e Famões, Odivelas, Lisboa",-9.207912126669871,38.7839802
236,4.0,4,3573.96008207424,"Olivais, Lisboa",-9.125823414435962,38.77032355
237,4.0,4,3536.653609401231,"Olivais, Lisboa",-9.125823414435962,38.77032355
238,4.0,4,3298.01078267336,"Olivais, Lisboa",-9.125823414435962,38.77032355
239,4.0,4,3296.992481203008,"Olivais, Lisboa",-9.125823414435962,38.77032355
240,4.0,4,3223.6475181260457,"Olivais, Lisboa",-9.125823414435962,38.77032355
241,4.0,5,3396.560893458606,"Olivais, Lisboa",-9.125823414435962,38.77032355
242,4.0,5,3361.106186846304,"Olivais, Lisboa",-9.125823414435962,38.77032355
243,4.0,5,3329.783457578985,"Olivais, Lisboa",-9.125823414435962,38.77032355
244,4.0,5,3436.2797302094427,"Olivais, Lisboa",-9.125823414435962,38.77032355
245,4.0,5,3395.958879829848,"Olivais, Lisboa",-9.125823414435962,38.77032355
246,4.0,5,3361.106186846304,"Olivais, Lisboa",-9.125823414435962,38.77032355
247,,4,3396.7611336032387,"Penha de França, Lisboa",-9.126961857690231,38.72715325
248,3.0,4,2294.197031039136,"Alverca do Ribatejo e Sobralinho, Vila Franca de Xira, Lisboa",-9.04172692658602,38.9048341
249,2.0,4,2497.0622796709754,"Alverca do Ribatejo e Sobralinho, Vila Franca de Xira, Lisboa",-9.04172692658602,38.9048341
250,2.0,3,2657.689581856839,"Alverca do Ribatejo e Sobralinho, Vila Franca de Xira, Lisboa",-9.04172692658602,38.9048341
251,3.0,3,6559.633027522936,"Porto Salvo, Oeiras, Lisboa",-9.3020403,38.717239
252,1.0,1,4631.578947368421,"Lourinhã e Atalaia, Lourinhã, Lisboa",-9.292061554582268,39.2535099
253,2.0,3,6132.665832290362,"Santa Maria Maior, Lisboa",-9.13281443966602,38.71244015
254,2.0,3,2197.802197802198,"Mina de Água, Amadora, Lisboa",-9.23737804709219,38.777169400000005
255,1.0,2,2766.6666666666665,"Cascais e Estoril, Cascais, Lisboa",-9.45676719216982,38.71503215
256,4.0,3,13813.813813813817,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
257,1.0,2,2242.1052631578946,"Vialonga, Vila Franca de Xira, Lisboa",-9.0785504,38.8735511
258,2.0,3,4760.714285714285,"Benfica, Lisboa",-9.195298604626885,38.738026950000005
259,4.0,4,14434.52380952381,"Misericórdia, Lisboa",-9.148208839964797,38.7106835
260,2.0,3,4190.476190476191,"Odivelas, Lisboa",-9.18782210264363,38.7953835
261,1.0,2,3362.0689655172414,"Odivelas, Lisboa",-9.18782210264363,38.7953835
262,1.0,2,2285.714285714286,"Águas Livres, Amadora, Lisboa",-9.2204373553897,38.7455524
263,2.0,3,1515.1515151515152,"Alhandra, São João dos Montes e Calhandriz, Vila Franca de Xira, Lisboa",-9.011625222778765,38.9233146
264,1.0,2,2738.095238095238,"Alhandra, São João dos Montes e Calhandriz, Vila Franca de Xira, Lisboa",-9.011625222778765,38.9233146
265,1.0,1,1818.1818181818185,"Alhandra, São João dos Montes e Calhandriz, Vila Franca de Xira, Lisboa",-9.011625222778765,38.9233146
266,2.0,2,4058.823529411765,"Póvoa de Santo Adrião e Olival Basto, Odivelas, Lisboa",-9.159641755223856,38.79654955
267,2.0,2,5686.046511627907,"Avenidas Novas, Lisboa",-9.149824916390864,38.73643625
268,3.0,4,3320.610687022901,"Benfica, Lisboa",-9.195298604626885,38.738026950000005
269,1.0,2,3341.5564027808923,"São Domingos de Rana, Cascais, Lisboa",-9.3417434,38.7015666
270,3.0,3,12328.767123287673,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa",-9.314443310006252,38.69325455
271,1.0,2,1987.179487179487,"Queluz e Belas, Sintra, Lisboa",-9.264548751189023,38.778747800000005
272,2.0,2,2994.264507422402,"Pontinha e Famões, Odivelas, Lisboa",-9.207912126669871,38.7839802
273,1.0,2,2468.354430379746,"Arroios, Lisboa",-9.139259937314238,38.7316044
274,2.0,0,3473.684210526316,"Marvila, Lisboa",-9.112752040098734,38.7482586
275,2.0,3,5112.5,"Benfica, Lisboa",-9.195298604626885,38.738026950000005
276,1.0,2,5075.384615384615,"Benfica, Lisboa",-9.195298604626885,38.738026950000005
